,id,inspection_day,gender,age,area,income_degree,now_leisure_spend,willingness_to_spending,workday_leisure_avg,weekend_leisure_avg,one_week_total_leisure,rest_rcrt_rate,hobby_rate,self_impt_rate,human_relationship_rate,etc_rate
1396,53356681,20221116,M,20대,경기도,400.0,증가한 편이다,비슷할 것이다,1,4,13,20,50,30,0,0
1397,53356821,20221116,F,20대,충청남도,200.0,비슷하다,증가할 것이다,0,2,4,20,0,20,60,0
1398,53356903,20221116,F,50대,경기도,200.0,비슷하다,비슷할 것이다,0,6,12,60,10,10,20,0
1399,53356912,20221116,M,60대,인천광역시,700.0,비슷하다,비슷할 것이다,3,3,21,30,40,0,30,0
1400,53356949,20221116,M,40대,부산광역시,700.0,비슷하다,비슷할 것이다,5,5,35,60,20,0,20,0
1401,53356951,20221116,M,30대,경기도,400.0,증가한 편이다,증가할 것이다,1,1,7,100,0,0,0,0
1402,53356974,20221116,F,40대,경기도,200.0,증가한 편이다,증가할 것이다,2,6,22,70,0,20,10,0
1403,53357050,20221116,F,50대,경기도,600.0,비슷하다,비슷할 것이다,1,5,15,50,5,5,30,10
1404,53357087,20221116,F,20대,경기도,200.0,크게 증가했다,비슷할 것이다,5,6,37,20,80,0,0,0
1406,53357474,20221116,F,30대,전라북도,200.0,증가한 편이다,증가할 것이다,1,4,13,20,20,10,50,0
1407,53357673,20221116,F,60대,인천광역시,200.0,비슷하다,비슷할 것이다,8,15,70,50,0,20,30,0
1408,53357713,20221116,M,40대,경기도,200.0,크게 증가했다,비슷할 것이다,1,2,9,50,10,10,30,0
1409,53357722,20221116,F,50대,대구광역시,400.0,증가한 편이다,증가할 것이다,2,8,26,20,0,5,60,15
1410,53357750,20221116,F,40대,부산광역시,200.0,비슷하다,비슷할 것이다,3,6,27,100,0,0,0,0
1411,53357826,20221116,M,40대,경기도,700.0,비슷하다,비슷할 것이다,4,4,28,60,40,0,0,0
1412,53357869,20221116,F,40대,경기도,700.0,비슷하다,비슷할 것이다,2,3,16,30,10,30,30,0
1413,53357920,20221116,F,60대,전라남도,200.0,증가한 편이다,증가할 것이다,2,1,12,20,10,20,20,30
1414,53358083,20221116,M,60대,대구광역시,700.0,증가한 편이다,증가할 것이다,2,16,42,20,50,10,10,10
1415,53358113,20221116,F,20대,인천광역시,200.0,증가한 편이다,증가할 것이다,8,8,56,20,20,20,40,0
1416,53358290,20221116,M,40대,전라남도,400.0,비슷하다,비슷할 것이다,2,8,26,30,20,20,30,0
1417,53358303,20221116,F,30대,부산광역시,400.0,증가한 편이다,증가할 것이다,2,9,28,30,0,30,40,0
1418,53358323,20221116,F,40대,경기도,600.0,비슷하다,비슷할 것이다,4,2,24,70,10,10,10,0
1420,53358518,20221116,F,40대,서울특별시,700.0,증가한 편이다,증가할 것이다,6,8,46,20,10,10,60,0
1422,53359152,20221116,F,30대,인천광역시,600.0,비슷하다,비슷할 것이다,1,5,15,90,0,0,10,0
1423,53359241,20221116,F,40대,강원도,600.0,비슷하다,증가할 것이다,1,5,15,40,10,40,10,0
1424,53359244,20221116,F,30대,강원도,600.0,증가한 편이다,비슷할 것이다,2,4,18,50,30,10,10,0
1425,53359290,20221116,F,60대,경기도,400.0,증가한 편이다,비슷할 것이다,1,2,9,20,10,50,20,0
1426,53359456,20221116,F,20대,광주광역시,700.0,증가한 편이다,증가할 것이다,2,5,20,30,30,20,10,10
1427,53359554,20221116,M,50대,경상북도,200.0,증가한 편이다,증가할 것이다,2,10,30,20,10,10,60,0
1428,53359698,20221116,F,20대,대구광역시,700.0,증가한 편이다,증가할 것이다,3,10,35,40,30,10,20,0
1429,53359723,20221116,M,40대,부산광역시,400.0,증가한 편이다,비슷할 것이다,1,3,11,30,30,30,10,0
1430,53359730,20221116,F,20대,충청남도,200.0,증가한 편이다,증가할 것이다,4,8,36,90,0,5,5,0
1431,53359749,20221116,M,50대,대전광역시,400.0,증가한 편이다,증가할 것이다,3,5,25,10,50,0,40,0
1432,53359900,20221116,F,30대,경상남도,400.0,크게 증가했다,증가할 것이다,3,6,27,80,0,0,20,0
1433,53359983,20221116,F,20대,충청남도,600.0,증가한 편이다,증가할 것이다,4,5,30,80,0,0,20,0
1434,53360086,20221116,M,40대,경기도,400.0,증가한 편이다,증가할 것이다,1,3,11,94,3,2,1,0
1435,53360202,20221116,M,20대,대전광역시,400.0,비슷하다,증가할 것이다,3,14,43,20,20,50,10,0
1436,53360358,20221116,M,20대,부산광역시,200.0,증가한 편이다,비슷할 것이다,6,12,54,60,0,10,30,0
1438,53360613,20221116,F,50대,충청남도,200.0,비슷하다,비슷할 것이다,3,4,23,50,0,30,20,0
1439,53360665,20221116,F,30대,서울특별시,400.0,크게 감소했다,크게 감소할 것이다,3,5,25,30,0,50,20,0
1440,53360942,20221116,F,40대,경기도,400.0,비슷하다,비슷할 것이다,2,3,16,50,10,10,10,20
1441,53361100,20221116,F,40대,대전광역시,200.0,비슷하다,감소할 것이다,4,8,36,25,35,30,10,0
1443,53361212,20221116,F,30대,충청남도,400.0,비슷하다,비슷할 것이다,1,1,7,50,10,10,30,0
1444,53361255,20221116,M,50대,서울특별시,600.0,비슷하다,비슷할 것이다,1,5,15,60,10,10,20,0
1445,53361422,20221116,M,30대,충청남도,400.0,비슷하다,비슷할 것이다,0,2,4,0,100,0,0,0
1446,53361568,20221116,M,40대,대구광역시,200.0,증가한 편이다,증가할 것이다,2,8,26,30,20,0,50,0
1447,53361578,20221116,F,20대,충청북도,200.0,감소한 편이다,비슷할 것이다,4,8,36,50,0,0,50,0
1448,53361781,20221116,M,20대,경기도,700.0,비슷하다,비슷할 것이다,5,5,35,30,0,20,50,0
1449,53362071,20221116,M,50대,인천광역시,700.0,비슷하다,증가할 것이다,3,10,35,30,30,10,30,0
1450,53362074,20221116,F,40대,전라북도,200.0,비슷하다,크게 증가할 것이다,1,1,7,30,30,30,10,0
1451,53362101,20221116,M,60대,경상북도,200.0,증가한 편이다,비슷할 것이다,2,4,18,50,40,0,10,0
1452,53362338,20221116,M,20대,인천광역시,600.0,증가한 편이다,비슷할 것이다,4,10,40,15,15,20,50,0
1453,53362529,20221116,M,30대,경상남도,200.0,증가한 편이다,증가할 것이다,5,5,35,25,25,25,25,0
1454,53362729,20221116,F,40대,서울특별시,400.0,증가한 편이다,감소할 것이다,5,10,45,90,0,0,10,0
1455,53363028,20221116,M,60대,서울특별시,200.0,비슷하다,비슷할 것이다,3,3,21,50,30,20,0,0
1456,53363161,20221116,M,30대,인천광역시,600.0,비슷하다,비슷할 것이다,1,1,7,100,0,0,0,0
1457,53363221,20221116,F,40대,광주광역시,400.0,비슷하다,비슷할 것이다,3,3,21,0,50,0,50,0
1458,53363264,20221116,M,50대,충청남도,400.0,비슷하다,비슷할 것이다,3,10,35,10,5,80,5,0
1459,53363275,20221116,F,40대,서울특별시,600.0,비슷하다,비슷할 것이다,4,12,44,50,10,20,20,0
1460,53363335,20221116,F,20대,경상남도,400.0,증가한 편이다,증가할 것이다,3,6,27,20,30,40,10,0
1461,53363337,20221116,F,50대,경기도,700.0,증가한 편이다,증가할 것이다,3,6,27,40,0,0,60,0
1462,53363353,20221116,M,20대,경기도,200.0,비슷하다,비슷할 것이다,3,8,31,90,0,10,0,0
1463,53363651,20221116,F,60대,경기도,400.0,감소한 편이다,비슷할 것이다,1,6,17,50,10,20,20,0
1464,53363760,20221116,M,40대,서울특별시,600.0,비슷하다,비슷할 것이다,2,8,26,30,30,20,10,10
1465,53363871,20221116,M,60대,경상남도,700.0,크게 감소했다,크게 감소할 것이다,5,5,35,30,40,10,20,0
1466,53364067,20221116,F,60대,경기도,400.0,감소한 편이다,증가할 것이다,3,8,31,30,20,30,20,0
1468,53364288,20221116,M,60대,서울특별시,400.0,비슷하다,비슷할 것이다,2,16,42,0,70,0,30,0
1469,53364407,20221116,F,60대,경상남도,700.0,비슷하다,비슷할 것이다,4,5,30,10,30,50,10,0
1470,53364408,20221116,M,50대,광주광역시,400.0,증가한 편이다,증가할 것이다,1,12,29,80,0,10,10,0
1471,53364420,20221116,F,30대,경상북도,200.0,증가한 편이다,증가할 것이다,2,10,30,60,0,10,30,0
1472,53364542,20221116,F,50대,경기도,400.0,감소한 편이다,감소할 것이다,1,4,13,50,10,10,30,0
1473,53364623,20221116,M,30대,서울특별시,700.0,비슷하다,비슷할 것이다,1,5,15,80,0,0,20,0
1474,53364688,20221116,M,50대,대구광역시,200.0,증가한 편이다,증가할 것이다,1,0,5,20,10,30,40,0
1475,53364866,20221116,F,50대,부산광역시,200.0,비슷하다,비슷할 것이다,1,3,11,30,20,20,30,0
1476,53365332,20221116,F,50대,경기도,600.0,증가한 편이다,비슷할 것이다,4,2,24,60,30,0,10,0
1478,53365590,20221116,M,50대,서울특별시,600.0,증가한 편이다,증가할 것이다,1,6,17,30,30,10,30,0
1479,53365661,20221116,F,60대,강원도,200.0,증가한 편이다,비슷할 것이다,3,5,25,15,50,15,20,0
1480,53365668,20221116,M,30대,경상남도,200.0,증가한 편이다,증가할 것이다,4,12,44,30,0,0,10,60
1482,53365841,20221116,M,40대,경기도,600.0,증가한 편이다,증가할 것이다,3,6,27,20,30,25,25,0
1483,53365917,20221116,M,40대,충청북도,400.0,비슷하다,비슷할 것이다,1,3,11,40,30,10,20,0
1484,53366038,20221116,F,30대,서울특별시,200.0,증가한 편이다,비슷할 것이다,0,10,20,50,10,20,10,10
1485,53366137,20221116,M,40대,대구광역시,200.0,비슷하다,비슷할 것이다,1,1,7,0,0,0,100,0
1486,53366228,20221116,F,50대,경기도,200.0,비슷하다,비슷할 것이다,2,2,14,80,20,0,0,0
1487,53366253,20221116,M,40대,경기도,400.0,증가한 편이다,증가할 것이다,1,2,9,10,20,20,50,0
1488,53366275,20221116,M,50대,인천광역시,400.0,비슷하다,비슷할 것이다,2,5,20,30,50,0,20,0
1489,53366407,20221116,M,30대,경상남도,400.0,증가한 편이다,증가할 것이다,1,5,15,50,15,20,15,0
1490,53366426,20221116,M,20대,서울특별시,200.0,비슷하다,비슷할 것이다,1,2,9,10,70,10,10,0
1491,53366445,20221116,F,20대,인천광역시,200.0,비슷하다,비슷할 것이다,0,3,6,50,10,10,10,20
1492,53366473,20221116,M,20대,충청북도,600.0,비슷하다,비슷할 것이다,2,4,18,20,60,0,20,0
1493,53366499,20221116,M,20대,부산광역시,200.0,비슷하다,비슷할 것이다,2,8,26,0,0,50,50,0
1494,53366638,20221116,M,60대,경상북도,400.0,비슷하다,증가할 것이다,6,8,46,30,20,20,20,10
1495,53366794,20221116,F,20대,경기도,600.0,감소한 편이다,증가할 것이다,3,5,25,20,40,30,10,0
1497,53367149,20221116,F,30대,전라북도,600.0,비슷하다,비슷할 것이다,2,5,20,0,40,30,30,0
1498,53367407,20221116,F,30대,대구광역시,200.0,비슷하다,증가할 것이다,2,2,14,5,50,30,15,0
1499,53367409,20221116,M,40대,경기도,200.0,크게 증가했다,감소할 것이다,3,8,31,50,10,10,30,0
1500,53367444,20221116,F,60대,경상북도,200.0,비슷하다,비슷할 것이다,1,2,9,30,10,20,40,0
1501,53367608,20221116,M,50대,경기도,400.0,증가한 편이다,증가할 것이다,1,3,11,50,0,0,50,0
1502,53367652,20221116,M,20대,인천광역시,600.0,크게 감소했다,크게 감소할 것이다,2,6,22,70,0,0,30,0
1503,53367704,20221116,M,60대,전라북도,200.0,비슷하다,비슷할 것이다,5,8,41,0,40,30,30,0
1504,53367747,20221116,M,40대,제주특별자치도,400.0,비슷하다,비슷할 것이다,3,9,33,30,0,0,70,0
1505,53367905,20221116,M,60대,충청남도,200.0,비슷하다,증가할 것이다,1,1,7,20,10,0,50,20
1506,53367910,20221116,M,50대,서울특별시,700.0,증가한 편이다,증가할 것이다,5,6,37,10,20,20,50,0
1507,53367940,20221116,M,40대,서울특별시,400.0,비슷하다,비슷할 것이다,12,12,84,60,0,0,40,0
1508,53368123,20221116,M,30대,경기도,400.0,비슷하다,비슷할 것이다,0,1,2,25,25,25,25,0
1510,53368655,20221116,F,50대,경기도,200.0,증가한 편이다,증가할 것이다,3,3,21,50,10,20,20,0
1511,53368743,20221116,M,40대,제주특별자치도,400.0,증가한 편이다,증가할 것이다,0,3,6,15,80,1,4,0
1512,53368800,20221116,M,30대,경상북도,200.0,비슷하다,비슷할 것이다,2,5,20,30,30,30,10,0
1513,53368838,20221116,F,40대,충청남도,200.0,증가한 편이다,증가할 것이다,2,3,16,40,10,10,40,0
1514,53369321,20221116,F,60대,서울특별시,200.0,비슷하다,증가할 것이다,10,2,54,100,0,0,0,0
1515,53369480,20221116,F,50대,서울특별시,200.0,비슷하다,비슷할 것이다,1,5,15,60,30,5,3,2
1516,53369482,20221116,F,60대,울산광역시,700.0,비슷하다,비슷할 것이다,3,3,21,20,50,10,20,0
1517,53369519,20221116,M,60대,경기도,400.0,감소한 편이다,감소할 것이다,2,5,20,20,10,30,40,0
1518,53369617,20221116,M,30대,경기도,400.0,비슷하다,증가할 것이다,3,8,31,70,30,0,0,0
1519,53369746,20221116,M,30대,경기도,400.0,증가한 편이다,증가할 것이다,3,10,35,20,60,0,20,0
1520,53369754,20221116,F,30대,경기도,400.0,증가한 편이다,증가할 것이다,4,8,36,10,10,60,20,0
1522,53370263,20221116,F,40대,서울특별시,400.0,비슷하다,증가할 것이다,2,1,12,50,0,30,20,0
1523,53370419,20221116,M,60대,경상남도,700.0,비슷하다,비슷할 것이다,2,4,18,20,25,30,25,0
1524,53370720,20221116,F,60대,경기도,400.0,비슷하다,비슷할 것이다,1,2,9,30,20,30,20,0
1525,53370911,20221116,F,40대,광주광역시,600.0,비슷하다,비슷할 것이다,2,4,18,70,0,5,25,0
1526,53370938,20221116,M,30대,인천광역시,400.0,비슷하다,비슷할 것이다,6,3,36,20,20,20,40,0
1527,53371177,20221116,M,40대,경기도,600.0,증가한 편이다,크게 증가할 것이다,2,6,22,80,0,0,20,0
1528,53371185,20221116,M,60대,경상북도,400.0,비슷하다,비슷할 것이다,5,8,41,30,10,10,50,0
1529,53371273,20221116,F,50대,부산광역시,400.0,비슷하다,비슷할 것이다,8,6,52,50,0,0,50,0
1530,53371359,20221116,F,60대,전라북도,700.0,비슷하다,증가할 것이다,1,1,7,0,80,10,10,0
1531,53371460,20221116,M,20대,서울특별시,200.0,증가한 편이다,증가할 것이다,3,8,31,55,5,20,20,0
1532,53371565,20221116,F,40대,경기도,600.0,증가한 편이다,증가할 것이다,4,8,36,20,0,80,0,0
1533,53371582,20221116,F,60대,전라북도,700.0,증가한 편이다,비슷할 것이다,3,5,25,10,30,40,20,0
1534,53371766,20221116,F,30대,경기도,600.0,감소한 편이다,감소할 것이다,1,0,5,70,0,10,20,0
1535,53372052,20221116,M,60대,부산광역시,400.0,증가한 편이다,증가할 것이다,2,3,16,60,25,5,10,0
1536,53372255,20221116,M,30대,서울특별시,400.0,비슷하다,증가할 것이다,3,10,35,20,20,10,50,0
1537,53372271,20221116,M,50대,대전광역시,400.0,비슷하다,비슷할 것이다,2,2,14,10,20,20,30,20
1538,53372331,20221116,F,50대,광주광역시,400.0,증가한 편이다,증가할 것이다,1,4,13,40,10,10,10,30
1539,53372336,20221116,F,50대,부산광역시,600.0,증가한 편이다,증가할 것이다,4,8,36,10,70,10,10,0
1540,53372594,20221116,M,40대,인천광역시,600.0,비슷하다,감소할 것이다,3,6,27,10,10,50,30,0
1541,53372731,20221116,M,60대,서울특별시,200.0,비슷하다,증가할 것이다,3,2,19,20,10,40,30,0
1542,53372844,20221116,F,40대,전라북도,700.0,비슷하다,비슷할 것이다,3,7,29,20,50,20,10,0
1543,53372959,20221116,F,20대,광주광역시,200.0,비슷하다,증가할 것이다,2,4,18,70,0,10,20,0
1544,53373085,20221116,F,30대,경기도,700.0,증가한 편이다,비슷할 것이다,2,4,18,80,0,0,20,0
1545,53373176,20221116,M,30대,서울특별시,200.0,증가한 편이다,증가할 것이다,3,15,45,50,20,15,15,0
1546,53373749,20221116,M,40대,경상남도,200.0,비슷하다,비슷할 것이다,4,12,44,80,0,0,20,0
1547,53373777,20221116,M,50대,경기도,600.0,비슷하다,증가할 것이다,3,6,27,60,0,0,40,0
1548,53373863,20221116,M,60대,대전광역시,200.0,비슷하다,비슷할 것이다,1,2,9,40,20,20,20,0
1549,53374001,20221116,F,60대,서울특별시,400.0,감소한 편이다,감소할 것이다,1,2,9,90,0,0,10,0
1550,53374054,20221116,F,60대,강원도,200.0,비슷하다,비슷할 것이다,2,6,22,20,10,10,10,50
1551,53374074,20221116,F,50대,경기도,200.0,크게 감소했다,크게 감소할 것이다,0,0,0,100,0,0,0,0
1552,53374134,20221116,M,30대,울산광역시,200.0,증가한 편이다,증가할 것이다,2,5,20,40,30,10,20,0
1553,53374170,20221116,F,20대,인천광역시,400.0,비슷하다,증가할 것이다,4,6,32,80,0,0,20,0
1554,53374334,20221116,M,20대,경기도,400.0,증가한 편이다,증가할 것이다,5,9,43,50,10,15,25,0
1555,53374395,20221116,M,50대,서울특별시,700.0,증가한 편이다,증가할 것이다,2,6,22,15,30,20,35,0
1556,53374464,20221116,M,50대,울산광역시,400.0,비슷하다,비슷할 것이다,5,0,25,40,10,30,15,5
1557,53374469,20221116,M,50대,대전광역시,700.0,비슷하다,증가할 것이다,2,6,22,50,0,20,30,0
1558,53374505,20221116,M,60대,경상북도,200.0,비슷하다,증가할 것이다,10,10,70,90,0,0,10,0
1559,53374733,20221116,M,30대,부산광역시,400.0,비슷하다,비슷할 것이다,4,12,44,40,10,0,50,0
1560,53374743,20221116,F,50대,경기도,200.0,비슷하다,비슷할 것이다,2,2,14,30,30,20,20,0
1561,53375021,20221116,F,20대,충청남도,200.0,비슷하다,비슷할 것이다,1,3,11,70,10,0,20,0
1562,53375128,20221116,F,40대,서울특별시,600.0,증가한 편이다,감소할 것이다,8,8,56,30,0,10,30,30
1563,53375142,20221116,M,60대,경기도,600.0,비슷하다,감소할 것이다,2,10,30,100,0,0,0,0
1564,53375182,20221116,M,20대,전라북도,400.0,증가한 편이다,비슷할 것이다,6,14,58,15,40,15,30,0
1565,53375535,20221116,F,40대,서울특별시,400.0,증가한 편이다,증가할 것이다,1,8,21,40,25,10,25,0
1566,53375657,20221116,F,60대,경상남도,700.0,증가한 편이다,증가할 것이다,5,5,35,10,10,30,50,0
1567,53375837,20221116,M,20대,서울특별시,200.0,비슷하다,비슷할 것이다,4,2,24,50,0,20,30,0
1568,53376020,20221116,M,20대,전라북도,600.0,증가한 편이다,증가할 것이다,3,6,27,60,20,10,10,0
1569,53376164,20221116,F,40대,경상북도,600.0,증가한 편이다,증가할 것이다,2,2,14,30,10,20,40,0
1571,53376458,20221116,F,50대,경기도,400.0,증가한 편이다,비슷할 것이다,8,8,56,60,10,0,30,0
1572,53376479,20221116,M,50대,경상남도,700.0,비슷하다,비슷할 것이다,2,6,22,20,40,0,40,0
1573,53376615,20221116,F,50대,부산광역시,200.0,비슷하다,비슷할 것이다,1,4,13,10,70,10,10,0
1574,53376775,20221116,M,50대,전라남도,400.0,증가한 편이다,증가할 것이다,2,4,18,20,0,40,40,0
1575,53376885,20221116,M,60대,경상북도,700.0,증가한 편이다,증가할 것이다,3,10,35,30,20,30,20,0
1577,53377176,20221116,F,50대,서울특별시,200.0,감소한 편이다,비슷할 것이다,2,5,20,10,10,50,30,0
1578,53377182,20221116,M,40대,대전광역시,400.0,증가한 편이다,증가할 것이다,1,2,9,80,0,0,20,0
1580,53377343,20221116,M,30대,경상남도,200.0,비슷하다,증가할 것이다,1,3,11,50,10,40,0,0
1581,53322245,20221123,F,50대,서울특별시,200.0,증가한 편이다,증가할 것이다,1,5,15,90,0,0,10,0
1582,53322254,20221123,M,50대,서울특별시,400.0,증가한 편이다,비슷할 것이다,5,12,49,90,10,0,0,0
1584,53322643,20221123,F,60대,서울특별시,700.0,증가한 편이다,증가할 것이다,3,5,25,10,10,30,50,0
1585,53322949,20221123,M,50대,서울특별시,600.0,비슷하다,증가할 것이다,2,5,20,50,50,0,0,0
1586,53323072,20221123,M,20대,서울특별시,200.0,크게 증가했다,비슷할 것이다,5,12,49,50,0,20,30,0
1587,53323081,20221123,F,50대,서울특별시,700.0,증가한 편이다,비슷할 것이다,3,3,21,25,10,40,15,10
1588,53323247,20221123,M,60대,서울특별시,700.0,감소한 편이다,증가할 것이다,4,4,28,10,70,0,20,0
1589,53323268,20221123,F,60대,서울특별시,600.0,증가한 편이다,증가할 것이다,8,10,60,30,30,20,20,0
1590,53323379,20221123,F,50대,서울특별시,600.0,비슷하다,증가할 것이다,5,3,31,80,5,10,5,0
1591,53323435,20221123,F,40대,서울특별시,600.0,비슷하다,비슷할 것이다,3,5,25,20,30,40,10,0
1592,53323516,20221123,F,20대,서울특별시,700.0,크게 감소했다,증가할 것이다,1,2,9,50,10,10,30,0
1593,53323767,20221123,F,60대,서울특별시,700.0,비슷하다,비슷할 것이다,3,4,23,40,20,0,40,0
1594,53323783,20221123,M,60대,서울특별시,400.0,증가한 편이다,증가할 것이다,1,3,11,20,80,0,0,0
1596,53324275,20221123,F,30대,서울특별시,200.0,크게 증가했다,크게 증가할 것이다,4,14,48,35,20,0,45,0
1597,53324318,20221123,M,60대,서울특별시,600.0,증가한 편이다,증가할 것이다,3,3,21,0,70,0,30,0
1598,53324332,20221123,M,60대,서울특별시,400.0,증가한 편이다,증가할 것이다,4,3,26,20,30,20,20,10
1599,53324427,20221123,F,30대,서울특별시,700.0,감소한 편이다,비슷할 것이다,1,4,13,50,0,0,50,0
1600,53324430,20221123,F,40대,서울특별시,200.0,증가한 편이다,증가할 것이다,5,10,45,40,0,10,50,0
1601,53324716,20221123,M,60대,서울특별시,400.0,증가한 편이다,증가할 것이다,2,2,14,90,0,0,10,0
1602,53324749,20221123,M,50대,서울특별시,400.0,비슷하다,비슷할 것이다,1,4,13,50,0,0,50,0
1603,53324767,20221123,F,50대,서울특별시,700.0,증가한 편이다,증가할 것이다,2,0,10,20,40,0,40,0
1604,53324786,20221123,F,60대,서울특별시,600.0,증가한 편이다,비슷할 것이다,5,8,41,0,50,0,50,0
1605,53324852,20221123,F,40대,서울특별시,400.0,비슷하다,비슷할 것이다,2,5,20,50,0,20,30,0
1606,53324858,20221123,F,60대,서울특별시,200.0,비슷하다,비슷할 것이다,2,5,20,50,0,30,20,0
1607,53324943,20221123,M,40대,서울특별시,200.0,비슷하다,비슷할 것이다,1,4,13,60,10,0,30,0
1608,53325012,20221123,F,30대,서울특별시,400.0,증가한 편이다,증가할 것이다,4,8,36,40,10,10,40,0
1609,53325074,20221123,F,20대,서울특별시,200.0,증가한 편이다,증가할 것이다,10,12,74,80,0,0,20,0
1610,53325127,20221123,M,60대,서울특별시,200.0,감소한 편이다,감소할 것이다,3,5,25,20,30,10,30,10
1611,53325395,20221123,F,50대,서울특별시,200.0,크게 감소했다,크게 감소할 것이다,1,4,13,80,0,0,20,0
1612,53325448,20221123,F,50대,충청남도,600.0,비슷하다,증가할 것이다,2,3,16,35,15,5,45,0
1613,53325532,20221123,F,30대,경상남도,700.0,비슷하다,증가할 것이다,1,2,9,80,0,19,1,0
1614,53325582,20221123,M,40대,충청북도,400.0,비슷하다,비슷할 것이다,2,8,26,0,0,0,0,100
1615,53325709,20221123,F,40대,경기도,200.0,증가한 편이다,증가할 것이다,2,4,18,50,10,10,30,0
1616,53325875,20221123,M,20대,경기도,700.0,증가한 편이다,증가할 것이다,3,5,25,50,0,10,40,0
1617,53325906,20221123,M,50대,전라남도,400.0,증가한 편이다,증가할 것이다,2,6,22,30,20,10,40,0
1618,53326013,20221123,F,30대,경기도,400.0,비슷하다,비슷할 것이다,1,8,21,40,40,0,20,0
1619,53326083,20221123,F,50대,부산광역시,400.0,비슷하다,비슷할 것이다,5,10,45,50,20,0,30,0
1620,53326144,20221123,F,30대,인천광역시,400.0,감소한 편이다,크게 감소할 것이다,3,3,21,70,0,0,30,0
1621,53326148,20221123,M,50대,서울특별시,400.0,비슷하다,비슷할 것이다,3,5,25,80,0,0,20,0
1622,53326155,20221123,M,60대,경기도,200.0,비슷하다,비슷할 것이다,10,10,70,70,10,10,10,0
1623,53326500,20221123,M,40대,경기도,200.0,비슷하다,비슷할 것이다,3,8,31,70,0,20,10,0
1624,53326600,20221123,M,60대,인천광역시,200.0,증가한 편이다,증가할 것이다,3,6,27,20,20,10,50,0
1626,53326743,20221123,F,40대,경기도,600.0,비슷하다,비슷할 것이다,1,3,11,40,20,10,30,0
1627,53326793,20221123,M,60대,인천광역시,200.0,증가한 편이다,크게 증가할 것이다,1,5,15,50,10,20,20,0
1628,53326803,20221123,M,40대,경기도,600.0,증가한 편이다,증가할 것이다,3,12,39,75,5,10,10,0
1629,53326822,20221123,M,60대,부산광역시,700.0,비슷하다,감소할 것이다,3,9,33,40,5,10,20,25
1630,53326884,20221123,M,20대,제주특별자치도,200.0,증가한 편이다,증가할 것이다,2,4,18,20,80,0,0,0
1631,53326954,20221123,F,30대,충청북도,600.0,증가한 편이다,증가할 것이다,1,6,17,20,0,10,10,60
1632,53326972,20221123,M,40대,서울특별시,200.0,증가한 편이다,증가할 것이다,2,2,14,30,50,10,10,0
1633,53327065,20221123,F,30대,충청남도,600.0,크게 증가했다,감소할 것이다,5,2,29,70,10,10,10,0
1634,53327079,20221123,F,50대,대구광역시,400.0,증가한 편이다,증가할 것이다,6,9,48,20,50,0,30,0
1635,53327142,20221123,M,30대,경기도,700.0,증가한 편이다,비슷할 것이다,2,4,18,30,0,0,30,40
1636,53327404,20221123,F,60대,부산광역시,200.0,비슷하다,증가할 것이다,2,3,16,30,20,20,30,0
1637,53327469,20221123,M,30대,대구광역시,400.0,비슷하다,비슷할 것이다,1,4,13,50,10,10,30,0
1638,53327641,20221123,F,50대,경기도,700.0,비슷하다,비슷할 것이다,2,2,14,20,10,40,30,0
1639,53327650,20221123,F,50대,경기도,700.0,비슷하다,비슷할 것이다,8,2,44,0,80,0,20,0
1640,53327669,20221123,F,50대,광주광역시,400.0,감소한 편이다,감소할 것이다,1,0,5,20,30,0,50,0
1641,53327713,20221123,F,30대,경기도,700.0,크게 증가했다,감소할 것이다,8,16,72,10,20,10,60,0
1642,53327731,20221123,F,30대,부산광역시,200.0,증가한 편이다,증가할 것이다,2,4,18,50,0,0,50,0
1643,53327761,20221123,M,50대,부산광역시,700.0,증가한 편이다,증가할 것이다,4,15,50,0,30,0,70,0
1644,53327830,20221123,F,40대,부산광역시,400.0,증가한 편이다,증가할 것이다,2,6,22,40,10,20,30,0
1645,53328151,20221123,F,30대,제주특별자치도,200.0,증가한 편이다,증가할 것이다,2,4,18,20,40,40,0,0
1646,53328292,20221123,F,40대,인천광역시,600.0,감소한 편이다,비슷할 것이다,3,0,15,30,20,50,0,0
1647,53328339,20221123,F,30대,울산광역시,400.0,비슷하다,비슷할 것이다,3,0,15,0,0,0,100,0
1648,53328577,20221123,M,30대,경상남도,200.0,비슷하다,비슷할 것이다,2,2,14,30,60,0,10,0
1649,53328633,20221123,F,20대,서울특별시,600.0,증가한 편이다,증가할 것이다,4,10,40,50,20,10,20,0
1650,53328666,20221123,M,50대,대전광역시,700.0,비슷하다,비슷할 것이다,2,4,18,30,20,30,20,0
1651,53328799,20221123,F,40대,부산광역시,400.0,비슷하다,비슷할 것이다,2,6,22,100,0,0,0,0
1652,53328883,20221123,M,40대,대전광역시,700.0,증가한 편이다,증가할 것이다,1,10,25,80,0,0,20,0
1654,53329099,20221123,M,30대,경기도,700.0,감소한 편이다,감소할 것이다,1,4,13,50,20,5,25,0
1655,53329133,20221123,M,50대,경상북도,200.0,감소한 편이다,감소할 것이다,2,10,30,70,20,0,10,0
1656,53329705,20221123,M,40대,경기도,400.0,비슷하다,비슷할 것이다,1,2,9,0,40,40,20,0
