,id,inspection_day,gender,age,area,income_degree,now_leisure_spend,willingness_to_spending,workday_leisure_avg,weekend_leisure_avg,one_week_total_leisure,rest_rcrt_rate,hobby_rate,self_impt_rate,human_relationship_rate,etc_rate
449,53368019,20221102,F,60대,부산광역시,400.0,증가한 편이다,증가할 것이다,3,3,21,10,0,10,80,0
450,53368101,20221102,M,40대,부산광역시,700.0,증가한 편이다,증가할 것이다,2,8,26,20,20,30,30,0
451,53368213,20221102,M,60대,경기도,400.0,비슷하다,증가할 것이다,3,5,25,10,40,30,20,0
452,53368352,20221102,F,60대,제주특별자치도,400.0,비슷하다,증가할 것이다,4,5,30,30,10,20,40,0
453,53368419,20221102,M,50대,경기도,400.0,비슷하다,증가할 것이다,1,1,7,20,50,0,30,0
454,53368457,20221102,F,40대,부산광역시,600.0,비슷하다,비슷할 것이다,2,3,16,30,20,30,20,0
455,53368464,20221102,M,50대,충청북도,700.0,비슷하다,비슷할 것이다,2,4,18,40,10,20,30,0
456,53368489,20221102,F,60대,대구광역시,200.0,비슷하다,증가할 것이다,2,10,30,20,10,40,30,0
457,53368517,20221102,F,40대,경상남도,400.0,비슷하다,비슷할 것이다,4,2,24,20,0,0,60,20
458,53368866,20221102,M,50대,서울특별시,600.0,비슷하다,비슷할 것이다,2,6,22,50,30,0,20,0
459,53369014,20221102,M,40대,서울특별시,400.0,감소한 편이다,감소할 것이다,2,4,18,0,40,20,40,0
460,53369126,20221102,M,20대,서울특별시,200.0,증가한 편이다,증가할 것이다,3,10,35,65,5,5,25,0
461,53369224,20221102,M,50대,경상남도,700.0,비슷하다,비슷할 것이다,2,5,20,10,30,30,30,0
462,53369273,20221102,F,40대,부산광역시,600.0,비슷하다,증가할 것이다,2,4,18,30,50,0,20,0
463,53369344,20221102,M,40대,서울특별시,400.0,비슷하다,비슷할 것이다,1,5,15,100,0,0,0,0
464,53369829,20221102,F,60대,인천광역시,200.0,비슷하다,증가할 것이다,1,4,13,20,10,10,60,0
466,53369980,20221102,M,30대,경기도,400.0,비슷하다,비슷할 것이다,2,2,14,100,0,0,0,0
468,53370245,20221102,F,20대,서울특별시,200.0,증가한 편이다,증가할 것이다,10,10,70,80,0,0,20,0
469,53370290,20221102,M,30대,경기도,600.0,증가한 편이다,비슷할 것이다,1,6,17,70,0,0,20,10
470,53370327,20221102,M,20대,경기도,400.0,비슷하다,비슷할 것이다,4,8,36,100,0,0,0,0
471,53370506,20221102,M,40대,경기도,400.0,크게 증가했다,증가할 것이다,1,4,13,70,0,30,0,0
472,53370712,20221102,F,20대,경기도,200.0,증가한 편이다,비슷할 것이다,1,6,17,80,0,15,5,0
473,53370768,20221102,F,50대,경기도,700.0,비슷하다,비슷할 것이다,1,5,15,40,30,0,30,0
474,53370974,20221102,M,50대,부산광역시,700.0,크게 증가했다,비슷할 것이다,4,8,36,30,30,20,20,0
475,53370984,20221102,M,20대,울산광역시,400.0,크게 증가했다,비슷할 것이다,5,10,45,80,0,0,20,0
476,53371000,20221102,M,20대,경기도,400.0,비슷하다,비슷할 것이다,3,6,27,40,10,10,40,0
477,53371315,20221102,F,40대,경기도,600.0,증가한 편이다,비슷할 것이다,6,12,54,50,20,30,0,0
478,53371428,20221102,M,50대,경상남도,400.0,비슷하다,증가할 것이다,3,10,35,40,10,20,10,20
479,53371560,20221102,M,20대,경기도,700.0,증가한 편이다,증가할 것이다,2,15,40,40,30,10,20,0
480,53371634,20221102,F,50대,전라남도,200.0,증가한 편이다,증가할 것이다,2,4,18,50,10,10,20,10
481,53371977,20221102,F,50대,경상북도,400.0,비슷하다,비슷할 것이다,6,5,40,20,40,40,0,0
482,53372026,20221102,F,30대,경기도,700.0,증가한 편이다,증가할 것이다,3,10,35,50,30,10,10,0
483,53372197,20221102,M,40대,경기도,400.0,비슷하다,증가할 것이다,2,5,20,80,15,0,5,0
484,53372355,20221102,M,30대,경기도,200.0,비슷하다,비슷할 것이다,2,2,14,70,20,0,10,0
485,53372407,20221102,M,40대,광주광역시,600.0,비슷하다,비슷할 것이다,1,3,11,30,30,0,15,25
486,53372574,20221102,F,40대,경기도,200.0,비슷하다,비슷할 것이다,1,4,13,50,0,0,40,10
487,53372772,20221102,F,20대,대구광역시,600.0,크게 증가했다,크게 증가할 것이다,2,2,14,20,20,20,40,0
488,53373089,20221102,M,30대,경상북도,600.0,비슷하다,비슷할 것이다,2,3,16,90,0,0,0,10
489,53373138,20221102,F,20대,대구광역시,200.0,감소한 편이다,비슷할 것이다,1,2,9,0,0,80,20,0
490,53373172,20221102,M,40대,경상북도,200.0,비슷하다,비슷할 것이다,2,0,10,60,20,0,20,0
491,53373367,20221102,M,40대,경기도,400.0,증가한 편이다,비슷할 것이다,4,6,32,40,30,0,30,0
492,53373447,20221102,F,20대,서울특별시,200.0,증가한 편이다,증가할 것이다,4,8,36,40,0,40,20,0
493,53373540,20221102,M,30대,전라남도,200.0,크게 증가했다,크게 증가할 것이다,1,1,7,50,20,0,30,0
494,53373568,20221102,F,30대,경기도,400.0,비슷하다,증가할 것이다,2,6,22,60,40,0,0,0
495,53373806,20221102,M,20대,대구광역시,200.0,증가한 편이다,비슷할 것이다,1,3,11,30,40,0,30,0
496,53373839,20221102,M,30대,서울특별시,200.0,비슷하다,비슷할 것이다,2,4,18,40,50,10,0,0
497,53373857,20221102,M,40대,부산광역시,700.0,증가한 편이다,크게 증가할 것이다,3,12,39,20,5,20,55,0
498,53374038,20221102,M,30대,부산광역시,200.0,비슷하다,비슷할 것이다,2,8,26,90,0,0,10,0
499,53374138,20221102,F,60대,대구광역시,400.0,비슷하다,증가할 것이다,3,5,25,60,30,0,10,0
500,53374283,20221102,F,50대,경기도,200.0,증가한 편이다,증가할 것이다,9,12,69,4,2,0,6,88
501,53374704,20221102,M,50대,서울특별시,600.0,비슷하다,감소할 것이다,3,5,25,50,20,10,20,0
502,53374771,20221102,M,50대,경기도,700.0,비슷하다,비슷할 것이다,1,3,11,10,10,70,10,0
503,53374855,20221102,F,40대,경기도,600.0,비슷하다,비슷할 것이다,1,3,11,20,20,20,20,20
504,53375298,20221102,M,30대,서울특별시,200.0,비슷하다,비슷할 것이다,2,4,18,70,10,10,10,0
505,53375400,20221102,M,50대,충청북도,400.0,비슷하다,비슷할 것이다,1,3,11,80,10,0,10,0
506,53375441,20221102,F,20대,부산광역시,200.0,증가한 편이다,비슷할 것이다,4,8,36,70,0,0,30,0
507,53375483,20221102,M,30대,대구광역시,400.0,증가한 편이다,증가할 것이다,4,10,40,70,30,0,0,0
508,53375537,20221102,M,60대,인천광역시,400.0,비슷하다,비슷할 것이다,3,8,31,5,15,30,50,0
509,53375758,20221102,F,50대,전라북도,400.0,비슷하다,비슷할 것이다,1,1,7,60,10,10,20,0
510,53375766,20221102,F,50대,전라북도,400.0,비슷하다,증가할 것이다,2,5,20,30,0,50,20,0
511,53375836,20221102,M,40대,대구광역시,400.0,비슷하다,비슷할 것이다,2,4,18,30,10,10,50,0
512,53376039,20221102,F,20대,경기도,200.0,비슷하다,비슷할 것이다,4,8,36,50,0,0,50,0
513,53376048,20221102,F,20대,충청남도,700.0,크게 증가했다,크게 증가할 것이다,1,2,9,0,0,0,0,100
514,53376150,20221102,F,50대,경상남도,200.0,비슷하다,증가할 것이다,2,2,14,30,10,25,20,15
515,53376154,20221102,M,40대,경기도,600.0,증가한 편이다,증가할 것이다,3,6,27,15,20,50,10,5
516,53376173,20221102,F,60대,울산광역시,700.0,비슷하다,비슷할 것이다,3,3,21,10,60,10,20,0
517,53376254,20221102,F,30대,전라북도,400.0,비슷하다,비슷할 것이다,1,2,9,0,100,0,0,0
518,53376289,20221102,M,60대,제주특별자치도,400.0,비슷하다,비슷할 것이다,5,5,35,20,40,20,20,0
519,53376511,20221102,M,60대,충청남도,200.0,비슷하다,증가할 것이다,1,10,25,50,20,20,10,0
520,53376709,20221102,M,40대,울산광역시,200.0,크게 증가했다,증가할 것이다,2,3,16,40,30,30,0,0
521,53376818,20221102,F,50대,서울특별시,400.0,증가한 편이다,비슷할 것이다,0,10,20,10,20,30,20,20
523,53376856,20221102,M,50대,경기도,600.0,증가한 편이다,증가할 것이다,5,12,49,40,20,15,25,0
524,53377393,20221102,F,50대,대구광역시,600.0,비슷하다,비슷할 것이다,2,0,10,30,40,10,20,0
525,53377523,20221102,F,60대,강원도,200.0,증가한 편이다,증가할 것이다,2,2,14,0,50,0,50,0
526,53322439,20221109,F,60대,서울특별시,700.0,증가한 편이다,증가할 것이다,2,3,16,50,15,5,20,10
527,53322490,20221109,F,60대,서울특별시,200.0,비슷하다,증가할 것이다,3,2,19,20,10,60,5,5
528,53322536,20221109,F,40대,서울특별시,700.0,비슷하다,비슷할 것이다,2,4,18,10,40,30,20,0
529,53322583,20221109,F,60대,서울특별시,200.0,비슷하다,비슷할 것이다,2,4,18,20,20,10,40,10
530,53322714,20221109,M,20대,서울특별시,600.0,비슷하다,비슷할 것이다,2,3,16,5,5,5,85,0
531,53322847,20221109,F,20대,서울특별시,700.0,증가한 편이다,비슷할 것이다,3,12,39,50,0,0,50,0
532,53322854,20221109,F,20대,서울특별시,700.0,증가한 편이다,증가할 것이다,1,8,21,60,10,20,10,0
533,53322918,20221109,F,50대,서울특별시,700.0,비슷하다,감소할 것이다,2,3,16,90,10,0,0,0
535,53323388,20221109,F,60대,서울특별시,700.0,비슷하다,비슷할 것이다,1,2,9,80,0,0,20,0
536,53323483,20221109,M,20대,서울특별시,200.0,비슷하다,비슷할 것이다,1,7,19,50,30,10,10,0
538,53323698,20221109,M,50대,서울특별시,200.0,증가한 편이다,증가할 것이다,1,3,11,40,10,30,20,0
539,53323903,20221109,F,30대,충청북도,600.0,감소한 편이다,증가할 것이다,2,5,20,20,20,40,20,0
540,53324004,20221109,M,20대,전라남도,700.0,비슷하다,비슷할 것이다,2,2,14,100,0,0,0,0
541,53324100,20221109,M,30대,서울특별시,600.0,증가한 편이다,증가할 것이다,1,3,11,95,0,0,5,0
543,53324391,20221109,F,30대,서울특별시,400.0,크게 증가했다,크게 증가할 것이다,4,12,44,30,10,20,40,0
544,53324422,20221109,F,40대,서울특별시,400.0,비슷하다,비슷할 것이다,7,10,55,70,0,0,0,30
545,53324884,20221109,F,60대,경기도,200.0,비슷하다,증가할 것이다,2,2,14,10,30,10,30,20
546,53325200,20221109,M,60대,서울특별시,400.0,비슷하다,비슷할 것이다,2,6,22,40,20,20,20,0
547,53325320,20221109,M,30대,서울특별시,400.0,비슷하다,비슷할 것이다,2,2,14,10,30,50,10,0
548,53325412,20221109,F,30대,세종특별자치시,200.0,증가한 편이다,증가할 것이다,3,10,35,30,10,10,50,0
549,53325421,20221109,M,20대,제주특별자치도,700.0,비슷하다,비슷할 것이다,1,2,9,70,0,30,0,0
550,53325778,20221109,M,20대,인천광역시,200.0,비슷하다,증가할 것이다,3,6,27,50,0,40,10,0
551,53325978,20221109,F,40대,울산광역시,700.0,증가한 편이다,크게 증가할 것이다,2,6,22,30,30,10,30,0
552,53326046,20221109,M,40대,경기도,400.0,증가한 편이다,증가할 것이다,1,2,9,30,0,0,70,0
553,53326264,20221109,F,40대,경상남도,200.0,크게 증가했다,크게 증가할 것이다,0,1,2,60,0,30,10,0
554,53326387,20221109,F,30대,전라남도,200.0,증가한 편이다,증가할 것이다,2,3,16,5,5,5,5,80
555,53326575,20221109,F,40대,서울특별시,600.0,비슷하다,비슷할 것이다,1,3,11,50,20,10,20,0
556,53326684,20221109,M,50대,대전광역시,400.0,비슷하다,비슷할 것이다,8,6,52,10,40,50,0,0
557,53326760,20221109,F,40대,세종특별자치시,700.0,비슷하다,증가할 것이다,2,5,20,70,0,10,20,0
558,53327084,20221109,M,20대,경기도,700.0,감소한 편이다,증가할 것이다,5,8,41,75,5,0,20,0
559,53327149,20221109,F,30대,전라북도,400.0,비슷하다,비슷할 것이다,1,1,7,80,0,0,20,0
561,53327164,20221109,F,50대,충청북도,200.0,비슷하다,비슷할 것이다,2,2,14,0,30,20,50,0
562,53327248,20221109,F,60대,서울특별시,700.0,감소한 편이다,증가할 것이다,2,2,14,50,20,20,10,0
563,53327587,20221109,F,50대,서울특별시,600.0,비슷하다,증가할 것이다,1,5,15,100,0,0,0,0
564,53327636,20221109,M,40대,대전광역시,600.0,비슷하다,증가할 것이다,3,12,39,70,0,20,10,0
565,53327849,20221109,M,60대,경상북도,200.0,증가한 편이다,증가할 것이다,2,6,22,50,10,10,30,0
566,53328291,20221109,M,40대,경상남도,600.0,비슷하다,비슷할 것이다,1,3,11,0,10,10,80,0
567,53328304,20221109,F,40대,경기도,400.0,비슷하다,증가할 것이다,1,1,7,100,0,0,0,0
568,53328469,20221109,F,60대,부산광역시,600.0,비슷하다,비슷할 것이다,2,1,12,10,60,20,10,0
569,53328579,20221109,M,20대,경기도,700.0,비슷하다,비슷할 것이다,4,4,28,20,70,0,10,0
570,53328664,20221109,F,30대,인천광역시,400.0,감소한 편이다,비슷할 것이다,1,5,15,60,10,10,20,0
571,53328897,20221109,F,40대,충청남도,700.0,증가한 편이다,증가할 것이다,1,3,11,10,30,10,50,0
572,53328979,20221109,F,20대,경기도,200.0,증가한 편이다,증가할 것이다,0,3,6,60,40,0,0,0
573,53329187,20221109,M,40대,경기도,400.0,비슷하다,감소할 것이다,1,8,21,50,50,0,0,0
574,53329256,20221109,M,40대,경기도,400.0,감소한 편이다,비슷할 것이다,2,4,18,0,0,0,100,0
575,53329552,20221109,F,40대,부산광역시,600.0,증가한 편이다,증가할 것이다,0,2,4,0,100,0,0,0
576,53329566,20221109,F,20대,전라북도,600.0,증가한 편이다,증가할 것이다,3,5,25,30,10,20,40,0
577,53329675,20221109,F,40대,경기도,700.0,증가한 편이다,증가할 것이다,4,10,40,80,0,0,20,0
578,53329688,20221109,F,50대,대전광역시,400.0,감소한 편이다,감소할 것이다,5,12,49,80,0,0,20,0
579,53329786,20221109,F,50대,강원도,600.0,증가한 편이다,증가할 것이다,2,6,22,30,30,20,20,0
580,53329812,20221109,M,50대,서울특별시,600.0,증가한 편이다,증가할 것이다,2,5,20,30,30,10,30,0
581,53329866,20221109,M,50대,서울특별시,600.0,증가한 편이다,증가할 것이다,3,7,29,10,30,20,40,0
582,53329955,20221109,F,60대,경기도,600.0,감소한 편이다,증가할 것이다,3,4,23,20,20,10,50,0
583,53330008,20221109,F,30대,부산광역시,400.0,증가한 편이다,증가할 것이다,4,12,44,30,10,30,30,0
584,53330114,20221109,F,40대,부산광역시,200.0,증가한 편이다,증가할 것이다,1,10,25,50,0,0,50,0
585,53330201,20221109,M,30대,인천광역시,600.0,증가한 편이다,증가할 것이다,4,8,36,100,0,0,0,0
586,53330274,20221109,M,60대,부산광역시,200.0,증가한 편이다,증가할 것이다,2,4,18,30,50,10,10,0
587,53330511,20221109,M,40대,서울특별시,600.0,비슷하다,비슷할 것이다,1,2,9,0,40,10,50,0
588,53330515,20221109,F,20대,경상북도,400.0,증가한 편이다,비슷할 것이다,2,2,14,30,50,10,10,0
589,53330537,20221109,F,40대,경기도,400.0,비슷하다,증가할 것이다,1,1,7,80,5,5,10,0
590,53330797,20221109,M,60대,경기도,200.0,비슷하다,비슷할 것이다,15,15,105,80,20,0,0,0
591,53330837,20221109,M,40대,경기도,700.0,비슷하다,비슷할 것이다,2,4,18,50,20,20,10,0
592,53330938,20221109,M,60대,경상남도,200.0,감소한 편이다,감소할 것이다,7,8,51,20,40,20,20,0
593,53330944,20221109,M,50대,서울특별시,700.0,비슷하다,증가할 것이다,2,3,16,30,20,20,30,0
594,53330957,20221109,M,20대,충청북도,700.0,비슷하다,비슷할 것이다,1,1,7,20,0,0,80,0
595,53330983,20221109,F,60대,경기도,700.0,비슷하다,증가할 것이다,12,12,84,70,0,30,0,0
596,53331048,20221109,F,40대,대구광역시,200.0,증가한 편이다,증가할 것이다,1,5,15,40,20,10,30,0
597,53331351,20221109,M,20대,경기도,400.0,감소한 편이다,비슷할 것이다,4,10,40,70,0,0,30,0
598,53331432,20221109,M,60대,경기도,600.0,증가한 편이다,감소할 것이다,3,10,35,35,25,10,30,0
599,53331608,20221109,M,60대,강원도,400.0,비슷하다,비슷할 것이다,3,3,21,0,0,0,50,50
600,53331657,20221109,M,20대,경기도,200.0,비슷하다,비슷할 것이다,3,8,31,30,10,10,50,0
601,53331704,20221109,F,60대,경상북도,400.0,비슷하다,증가할 것이다,1,1,7,10,0,10,50,30
602,53331784,20221109,M,60대,광주광역시,200.0,비슷하다,증가할 것이다,10,10,70,40,20,10,30,0
603,53332046,20221109,M,20대,대구광역시,200.0,비슷하다,증가할 것이다,8,8,56,85,0,5,10,0
605,53332238,20221109,M,40대,경기도,700.0,증가한 편이다,증가할 것이다,2,5,20,20,20,40,20,0
606,53332424,20221109,F,20대,경기도,700.0,비슷하다,비슷할 것이다,1,10,25,10,10,10,30,40
607,53332429,20221109,M,30대,경상남도,400.0,비슷하다,증가할 것이다,2,8,26,50,0,0,20,30
608,53332506,20221109,M,60대,광주광역시,200.0,감소한 편이다,감소할 것이다,3,4,23,40,40,10,10,0
609,53332549,20221109,F,60대,경기도,600.0,감소한 편이다,감소할 것이다,2,5,20,5,15,50,20,10
610,53332589,20221109,M,50대,경기도,200.0,감소한 편이다,비슷할 것이다,0,8,16,10,70,10,10,0
611,53332681,20221109,M,20대,서울특별시,400.0,증가한 편이다,증가할 것이다,2,3,16,90,5,2,3,0
612,53332708,20221109,F,20대,인천광역시,200.0,감소한 편이다,증가할 것이다,3,1,17,0,10,30,60,0
613,53332714,20221109,F,60대,울산광역시,600.0,비슷하다,비슷할 것이다,2,3,16,20,30,30,1,19
614,53332791,20221109,M,30대,서울특별시,200.0,비슷하다,증가할 것이다,3,5,25,30,40,0,30,0
615,53332803,20221109,M,30대,경기도,400.0,비슷하다,증가할 것이다,2,6,22,80,0,0,20,0
616,53332826,20221109,F,50대,경기도,600.0,증가한 편이다,비슷할 것이다,5,2,29,20,40,10,30,0
617,53332828,20221109,M,40대,경기도,400.0,증가한 편이다,증가할 것이다,2,10,30,70,20,0,10,0
618,53333004,20221109,F,20대,경기도,400.0,비슷하다,비슷할 것이다,8,12,64,20,20,10,50,0
619,53333091,20221109,F,20대,경기도,700.0,증가한 편이다,증가할 것이다,4,9,38,60,0,0,40,0
620,53333170,20221109,F,60대,전라북도,400.0,감소한 편이다,감소할 것이다,4,3,26,40,10,20,30,0
621,53333254,20221109,F,50대,부산광역시,400.0,비슷하다,비슷할 것이다,3,5,25,100,0,0,0,0
623,53333331,20221109,M,30대,충청북도,600.0,감소한 편이다,감소할 것이다,1,4,13,50,20,20,10,0
624,53333341,20221109,M,20대,충청북도,200.0,비슷하다,감소할 것이다,3,8,31,80,0,0,20,0
625,53333357,20221109,M,60대,경상남도,600.0,비슷하다,비슷할 것이다,3,15,45,50,0,0,50,0
626,53333422,20221109,F,20대,경기도,200.0,비슷하다,증가할 것이다,4,5,30,60,0,30,10,0
627,53333449,20221109,M,50대,전라북도,600.0,비슷하다,증가할 것이다,1,1,7,20,50,0,30,0
628,53333480,20221109,M,50대,충청남도,200.0,감소한 편이다,비슷할 것이다,6,8,46,70,0,10,20,0
629,53333602,20221109,M,30대,인천광역시,400.0,비슷하다,비슷할 것이다,1,1,7,50,0,0,50,0
630,53333619,20221109,F,50대,경기도,200.0,감소한 편이다,감소할 것이다,4,6,32,40,20,10,30,0
631,53333789,20221109,F,60대,광주광역시,200.0,증가한 편이다,증가할 것이다,2,10,30,50,10,20,20,0
632,53333820,20221109,M,50대,경기도,700.0,감소한 편이다,비슷할 것이다,5,5,35,30,30,0,40,0
633,53333852,20221109,M,30대,경상남도,200.0,증가한 편이다,증가할 것이다,2,8,26,40,35,5,20,0
634,53334030,20221109,F,50대,경기도,400.0,감소한 편이다,감소할 것이다,3,8,31,80,0,0,20,0
635,53334224,20221109,M,60대,서울특별시,700.0,비슷하다,비슷할 것이다,1,4,13,50,20,0,30,0
636,53334335,20221109,M,50대,경상남도,400.0,감소한 편이다,비슷할 것이다,6,8,46,40,20,30,10,0
637,53334344,20221109,F,60대,부산광역시,200.0,증가한 편이다,비슷할 것이다,3,4,23,20,30,0,50,0
638,53334357,20221109,F,30대,서울특별시,400.0,크게 감소했다,감소할 것이다,0,0,0,100,0,0,0,0
639,53334375,20221109,F,30대,서울특별시,700.0,감소한 편이다,비슷할 것이다,2,7,24,5,40,20,35,0
640,53334398,20221109,M,40대,인천광역시,400.0,증가한 편이다,증가할 것이다,4,16,52,40,60,0,0,0
641,53334457,20221109,M,40대,인천광역시,400.0,증가한 편이다,크게 증가할 것이다,1,6,17,50,30,0,20,0
642,53334508,20221109,M,20대,대전광역시,200.0,비슷하다,비슷할 것이다,2,5,20,10,10,20,60,0
643,53334543,20221109,F,30대,경기도,400.0,증가한 편이다,증가할 것이다,2,2,14,40,10,10,40,0
644,53334730,20221109,F,50대,충청남도,400.0,증가한 편이다,증가할 것이다,3,3,21,20,30,30,0,20
645,53334849,20221109,M,20대,경상남도,600.0,비슷하다,비슷할 것이다,2,4,18,50,0,0,0,50
646,53335092,20221109,F,20대,강원도,700.0,크게 증가했다,비슷할 것이다,2,5,20,40,30,20,10,0
647,53335165,20221109,F,40대,경기도,600.0,증가한 편이다,증가할 것이다,3,3,21,70,0,30,0,0
648,53335232,20221109,F,50대,부산광역시,600.0,증가한 편이다,증가할 것이다,5,2,29,30,30,0,40,0
649,53335238,20221109,M,40대,대구광역시,400.0,증가한 편이다,증가할 것이다,1,2,9,30,30,20,20,0
650,53335420,20221109,M,40대,경상남도,600.0,크게 증가했다,비슷할 것이다,4,8,36,10,20,50,20,0
651,53335459,20221109,M,50대,서울특별시,700.0,증가한 편이다,증가할 것이다,2,4,18,20,40,20,20,0
652,53335551,20221109,F,40대,서울특별시,700.0,비슷하다,비슷할 것이다,3,5,25,50,0,20,30,0
653,53335631,20221109,M,30대,서울특별시,400.0,비슷하다,증가할 것이다,2,5,20,50,0,20,30,0
655,53335807,20221109,F,50대,부산광역시,200.0,증가한 편이다,증가할 것이다,1,2,9,100,0,0,0,0
656,53335918,20221109,F,60대,경상남도,600.0,비슷하다,비슷할 것이다,5,5,35,30,20,20,30,0
657,53335945,20221109,F,50대,제주특별자치도,600.0,비슷하다,비슷할 것이다,8,10,60,90,0,0,10,0
658,53336094,20221109,M,60대,대전광역시,400.0,증가한 편이다,크게 증가할 것이다,2,10,30,15,70,10,5,0
659,53336172,20221109,M,60대,서울특별시,400.0,비슷하다,비슷할 것이다,2,5,20,30,10,20,30,10
660,53336214,20221109,F,50대,경기도,700.0,비슷하다,비슷할 것이다,4,6,32,80,10,0,10,0
661,53336215,20221109,F,20대,경상남도,400.0,비슷하다,비슷할 것이다,4,4,28,80,0,20,0,0
662,53336290,20221109,F,30대,전라남도,600.0,증가한 편이다,비슷할 것이다,3,3,21,100,0,0,0,0
663,53336337,20221109,M,20대,전라북도,400.0,비슷하다,비슷할 것이다,1,1,7,10,30,10,50,0
664,53336339,20221109,M,60대,전라남도,400.0,비슷하다,증가할 것이다,1,1,7,10,10,60,20,0
665,53336895,20221109,F,50대,강원도,600.0,비슷하다,증가할 것이다,2,8,26,30,30,20,20,0
666,53336959,20221109,F,60대,부산광역시,400.0,비슷하다,증가할 것이다,18,15,120,30,30,10,20,10
667,53336982,20221109,M,60대,울산광역시,600.0,증가한 편이다,증가할 것이다,3,8,31,50,20,20,10,0
668,53336983,20221109,F,60대,부산광역시,400.0,증가한 편이다,증가할 것이다,3,1,17,20,30,30,20,0
669,53337173,20221109,M,60대,경기도,700.0,증가한 편이다,증가할 것이다,3,5,25,0,90,0,10,0
670,53337353,20221109,M,50대,대구광역시,400.0,비슷하다,비슷할 것이다,1,8,21,0,90,0,0,10
671,53337362,20221109,M,30대,대전광역시,200.0,증가한 편이다,증가할 것이다,2,4,18,40,30,0,30,0
672,53337436,20221109,M,60대,충청남도,700.0,비슷하다,증가할 것이다,6,12,54,30,5,5,30,30
673,53337519,20221109,F,30대,경기도,400.0,증가한 편이다,비슷할 것이다,5,8,41,10,0,90,0,0
674,53337552,20221109,M,60대,부산광역시,700.0,비슷하다,비슷할 것이다,5,12,49,40,40,0,20,0
675,53337806,20221109,F,60대,충청남도,700.0,증가한 편이다,크게 증가할 것이다,2,3,16,40,20,20,20,0
676,53337906,20221109,F,40대,전라남도,700.0,비슷하다,비슷할 것이다,3,2,19,30,50,0,20,0
677,53338032,20221109,F,60대,전라남도,400.0,증가한 편이다,비슷할 것이다,1,5,15,20,30,50,0,0
678,53338077,20221109,F,60대,경기도,700.0,증가한 편이다,비슷할 것이다,3,18,51,10,0,10,80,0
679,53338096,20221109,M,60대,서울특별시,600.0,비슷하다,비슷할 것이다,4,4,28,40,20,0,10,30
680,53338267,20221109,F,50대,충청북도,400.0,비슷하다,증가할 것이다,3,12,39,0,0,50,50,0
681,53338278,20221109,M,40대,서울특별시,700.0,비슷하다,비슷할 것이다,4,10,40,50,10,30,10,0
682,53338279,20221109,M,30대,경기도,600.0,증가한 편이다,비슷할 것이다,2,2,14,30,30,20,20,0
683,53338331,20221109,F,30대,경기도,200.0,증가한 편이다,증가할 것이다,1,9,23,30,60,0,10,0
684,53338385,20221109,M,40대,인천광역시,200.0,감소한 편이다,비슷할 것이다,10,4,58,30,60,5,5,0
685,53338443,20221109,M,30대,경기도,400.0,비슷하다,비슷할 것이다,5,6,37,25,25,25,25,0
686,53338480,20221109,F,40대,울산광역시,400.0,비슷하다,비슷할 것이다,3,2,19,50,50,0,0,0
688,53338961,20221109,F,60대,인천광역시,600.0,감소한 편이다,감소할 것이다,2,4,18,30,0,20,0,50
689,53339028,20221109,F,20대,경기도,700.0,감소한 편이다,증가할 것이다,2,2,14,80,0,0,20,0
691,53339186,20221109,M,50대,충청남도,400.0,증가한 편이다,증가할 것이다,5,10,45,20,60,20,0,0
692,53339250,20221109,F,40대,충청남도,600.0,크게 증가했다,크게 증가할 것이다,2,3,16,50,20,0,30,0
693,53339408,20221109,F,30대,경상북도,200.0,증가한 편이다,비슷할 것이다,2,8,26,40,10,10,40,0
694,53339611,20221109,F,30대,충청남도,600.0,비슷하다,비슷할 것이다,1,4,13,90,0,5,5,0
695,53339822,20221109,F,30대,세종특별자치시,600.0,증가한 편이다,증가할 것이다,1,2,9,60,0,0,40,0
696,53339870,20221109,M,30대,인천광역시,400.0,비슷하다,증가할 것이다,3,6,27,80,5,5,10,0
697,53339886,20221109,M,40대,전라남도,200.0,증가한 편이다,증가할 것이다,3,7,29,35,30,30,5,0
698,53339973,20221109,F,20대,경기도,600.0,감소한 편이다,비슷할 것이다,3,8,31,20,20,60,0,0
699,53339992,20221109,F,60대,전라북도,400.0,증가한 편이다,비슷할 것이다,3,0,15,20,50,10,20,0
700,53340043,20221109,F,40대,부산광역시,400.0,증가한 편이다,증가할 것이다,3,8,31,20,5,5,10,60
701,53340282,20221109,M,20대,경상남도,400.0,비슷하다,비슷할 것이다,3,12,39,40,25,5,30,0
702,53340625,20221109,F,20대,충청남도,400.0,비슷하다,비슷할 것이다,2,6,22,90,0,5,5,0
704,53340719,20221109,F,60대,전라남도,200.0,비슷하다,비슷할 것이다,3,3,21,0,0,50,50,0
705,53341088,20221109,M,50대,인천광역시,200.0,증가한 편이다,증가할 것이다,3,6,27,20,30,10,20,20
706,53341203,20221109,M,60대,강원도,600.0,비슷하다,비슷할 것이다,3,8,31,20,0,0,0,80
707,53341494,20221109,F,50대,경기도,400.0,증가한 편이다,증가할 것이다,5,5,35,70,20,0,10,0
708,53341607,20221109,F,40대,광주광역시,200.0,증가한 편이다,비슷할 것이다,4,6,32,80,20,0,0,0
709,53341755,20221109,M,40대,대구광역시,700.0,증가한 편이다,증가할 것이다,2,5,20,30,30,0,40,0
